racer_no,date,races_prior,win_rate_prior,place_rate_prior,avg_st_prior,std_st_prior,recent5_races_prior,recent5_place_rate_prior,course1_races_prior,course1_place_rate_prior,course1_avg_st_prior,course2_races_prior,course2_place_rate_prior,course2_avg_st_prior,course3_races_prior,course3_place_rate_prior,course3_avg_st_prior,course4_races_prior,course4_place_rate_prior,course4_avg_st_prior,course5_races_prior,course5_place_rate_prior,course5_avg_st_prior,course6_races_prior,course6_place_rate_prior,course6_avg_st_prior
3070,20260617,424,0.1816037735849056,0.5660377358490566,0.1622966507177033,0.0661011841331623,5.0,0.2,81.0,0.8148148148148148,0.1438271604938271,153.0,0.5947712418300654,0.1747682119205298,101.0,0.396039603960396,0.1686,79.0,0.5316455696202531,0.1488311688311688,9.0,0.1111111111111111,0.17,1.0,0.0,0.12
3072,20260805,653,0.11791730474732,0.3981623277182236,0.1587748851454824,0.0697536675156086,5.0,0.0,142.0,0.6267605633802817,0.1528169014084507,454.0,0.3524229074889868,0.1580396475770925,49.0,0.2244897959183673,0.1828571428571428,7.0,0.0,0.1542857142857143,1.0,0.0,0.19,0.0,,
3075,20260805,686,0.1107871720116618,0.4256559766763848,0.1466812865497076,0.0710197909208296,5.0,0.2,108.0,0.6851851851851852,0.1414018691588785,122.0,0.4754098360655737,0.1561475409836065,129.0,0.3875968992248062,0.138828125,119.0,0.4957983193277311,0.1463025210084033,109.0,0.3302752293577982,0.1453211009174312,99.0,0.1515151515151515,0.1528282828282828
3081,20260531,494,0.1214574898785425,0.4919028340080971,0.170081466395112,0.069998497821301,5.0,0.0,77.0,0.7012987012987013,0.1739473684210526,90.0,0.6222222222222222,0.1592222222222222,87.0,0.5632183908045977,0.1603488372093023,85.0,0.4588235294117647,0.1729411764705882,88.0,0.3409090909090909,0.1683908045977011,67.0,0.2238805970149253,0.1913432835820895
3105,20260810,707,0.1301272984441301,0.5007072135785007,0.1682436260623229,0.0676960179378524,5.0,0.4,125.0,0.856,0.16432,120.0,0.5666666666666667,0.1639166666666666,129.0,0.5581395348837209,0.1751162790697674,120.0,0.3333333333333333,0.1601666666666666,108.0,0.3796296296296296,0.1704672897196261,105.0,0.2476190476190476,0.1763809523809524
3107,20260612,566,0.0689045936395759,0.3515901060070671,0.1836925795053003,0.0700451962728922,5.0,0.4,86.0,0.5697674418604651,0.1788372093023255,100.0,0.46,0.1945,101.0,0.3465346534653465,0.1784158415841584,100.0,0.34,0.1832,102.0,0.2058823529411764,0.1812745098039215,77.0,0.1818181818181818,0.1858441558441558
3141,20241204,281,0.0533807829181494,0.3238434163701068,0.1978291814946619,0.0816505835626861,5.0,0.2,46.0,0.5,0.173695652173913,46.0,0.4782608695652174,0.1719565217391304,52.0,0.3461538461538461,0.1965384615384615,46.0,0.2826086956521739,0.2128260869565217,53.0,0.2452830188679245,0.2166037735849056,38.0,0.0526315789473684,0.2157894736842105
3151,20231002,100,0.14,0.49,0.161,0.0731641988953613,5.0,0.6,20.0,0.75,0.172,24.0,0.4583333333333333,0.1595833333333333,20.0,0.5,0.1585,14.0,0.4285714285714285,0.1642857142857143,14.0,0.2857142857142857,0.1542857142857143,8.0,0.375,0.15
3156,20260727,656,0.0975609756097561,0.399390243902439,0.1689939024390244,0.0684490193903658,5.0,0.4,114.0,0.6929824561403509,0.1486842105263157,174.0,0.396551724137931,0.1782183908045977,156.0,0.4423076923076923,0.1614102564102564,132.0,0.2575757575757575,0.1699242424242424,40.0,0.15,0.18475,40.0,0.125,0.1975
3158,20260810,817,0.233782129742962,0.605875152998776,0.1540122699386503,0.0627838816924284,5.0,0.6,170.0,0.9294117647058824,0.1517058823529411,131.0,0.6564885496183206,0.1576744186046511,146.0,0.6506849315068494,0.149931506849315,132.0,0.5606060606060606,0.1488636363636364,131.0,0.4122137404580153,0.146412213740458,107.0,0.2616822429906542,0.1744859813084112
3159,20260506,652,0.3251533742331288,0.7193251533742331,0.1544923076923077,0.0652319230667182,5.0,0.6,218.0,0.8486238532110092,0.1543577981651376,431.0,0.6589327146171694,0.1546279069767441,2.0,0.0,0.14,1.0,0.0,,0.0,,,0.0,,
3161,20260808,820,0.124390243902439,0.5621951219512196,0.1792053789731051,0.0692571789887683,5.0,0.0,167.0,0.7784431137724551,0.1617964071856287,175.0,0.6342857142857142,0.1901714285714285,191.0,0.5340314136125655,0.1793157894736842,160.0,0.4625,0.18475,111.0,0.3783783783783784,0.1782882882882882,16.0,0.125,0.1913333333333333
3175,20260805,610,0.0672131147540983,0.4704918032786885,0.1725409836065573,0.0710063663205554,5.0,0.6,100.0,0.65,0.1759,114.0,0.6403508771929824,0.1690350877192982,107.0,0.514018691588785,0.1779439252336448,106.0,0.490566037735849,0.1538679245283018,102.0,0.3137254901960784,0.1707843137254902,81.0,0.1234567901234567,0.1928395061728395
3176,20260314,623,0.117174959871589,0.4093097913322632,0.1814767255216693,0.0693496666471955,5.0,0.0,99.0,0.7474747474747475,0.143030303030303,118.0,0.5338983050847458,0.1805084745762712,107.0,0.3644859813084112,0.1757943925233644,102.0,0.3627450980392157,0.1931372549019607,116.0,0.293103448275862,0.1838793103448276,81.0,0.0987654320987654,0.2192592592592592
3188,20250404,493,0.1764705882352941,0.6227180527383367,0.1690872210953347,0.0715418323206141,5.0,0.8,115.0,0.9130434782608696,0.1573913043478261,79.0,0.6329113924050633,0.1775949367088607,73.0,0.6438356164383562,0.1771232876712328,91.0,0.6043956043956044,0.1679120879120879,75.0,0.4266666666666667,0.1598666666666666,60.0,0.3,0.1838333333333333
3202,20260810,641,0.0811232449297972,0.4024960998439937,0.1893896713615023,0.0753153201679755,5.0,0.4,116.0,0.6637931034482759,0.1780172413793103,112.0,0.5089285714285714,0.17625,110.0,0.3909090909090909,0.1907339449541284,102.0,0.3725490196078431,0.1751960784313725,96.0,0.25,0.1949473684210526,105.0,0.1809523809523809,0.2233333333333333
3207,20260721,435,0.0413793103448275,0.2735632183908046,0.1845747126436781,0.079147705971491,5.0,0.0,70.0,0.4,0.1941428571428571,83.0,0.3493975903614458,0.1897590361445783,81.0,0.2962962962962963,0.2045679012345679,69.0,0.2898550724637681,0.1760869565217391,77.0,0.1948051948051948,0.1607792207792208,55.0,0.0545454545454545,0.179090909090909
3211,20260810,601,0.0415973377703826,0.3227953410981697,0.1742833333333333,0.0759044556589985,5.0,0.2,93.0,0.6236559139784946,0.1880645161290322,98.0,0.3469387755102041,0.1827551020408163,114.0,0.3421052631578947,0.1721052631578947,104.0,0.3269230769230769,0.1626923076923077,107.0,0.1962616822429906,0.1684905660377358,85.0,0.0941176470588235,0.1737647058823529
3212,20260808,564,0.076241134751773,0.3971631205673759,0.174331550802139,0.0794025634309951,5.0,0.0,91.0,0.7472527472527473,0.1589010989010988,160.0,0.39375,0.1859375,120.0,0.3333333333333333,0.1698319327731092,123.0,0.2682926829268293,0.1716393442622951,44.0,0.3181818181818182,0.1676744186046511,26.0,0.2307692307692307,0.2011538461538461
3224,20260810,665,0.0721804511278195,0.3684210526315789,0.1834736842105263,0.0686702460381342,5.0,0.4,89.0,0.6067415730337079,0.179438202247191,120.0,0.4416666666666666,0.1963333333333333,126.0,0.4444444444444444,0.1742063492063492,125.0,0.344,0.17696,127.0,0.2677165354330709,0.1747244094488189,78.0,0.0641025641025641,0.2079487179487179
3226,20260808,756,0.0833333333333333,0.4232804232804232,0.182476821192053,0.0784085779228391,5.0,0.4,119.0,0.7310924369747899,0.1877310924369747,149.0,0.4630872483221476,0.1735570469798658,134.0,0.4552238805970149,0.1791791044776119,138.0,0.3550724637681159,0.1739855072463768,134.0,0.2835820895522388,0.18796992481203,82.0,0.1951219512195122,0.2018292682926829
3227,20240122,155,0.1806451612903225,0.4967741935483871,0.1670967741935484,0.0689643923263955,5.0,0.4,25.0,0.8,0.1796,29.0,0.5172413793103449,0.186551724137931,27.0,0.5925925925925926,0.17,36.0,0.4166666666666667,0.1544444444444444,24.0,0.375,0.13875,14.0,0.1428571428571428,0.18
3232,20260810,647,0.1993817619783616,0.5996908809891809,0.1545595054095827,0.0638033282605842,5.0,0.0,141.0,0.8865248226950354,0.1313475177304964,111.0,0.6846846846846847,0.1616216216216216,103.0,0.5339805825242718,0.1562135922330097,113.0,0.6194690265486725,0.1501769911504424,104.0,0.3557692307692308,0.1621153846153846,75.0,0.3333333333333333,0.1815999999999999
3233,20260720,696,0.1005747126436781,0.4123563218390804,0.1620028818443804,0.0652761369498499,5.0,0.4,108.0,0.7962962962962963,0.1592592592592592,130.0,0.5,0.1476923076923076,121.0,0.4049586776859504,0.15575,109.0,0.3577981651376147,0.1690825688073394,119.0,0.2605042016806723,0.1645378151260504,109.0,0.1559633027522936,0.1789814814814815
3243,20240618,150,0.0533333333333333,0.2,0.1981879194630872,0.091108414593633,5.0,0.0,27.0,0.3333333333333333,0.2242307692307692,50.0,0.16,0.1866,33.0,0.1818181818181818,0.1942424242424242,26.0,0.2307692307692307,0.193076923076923,8.0,0.125,0.1625,6.0,0.0,0.2733333333333334
3246,20260601,469,0.0959488272921108,0.3432835820895522,0.1678678038379531,0.0780255794785234,5.0,0.2,69.0,0.6521739130434783,0.18,95.0,0.4631578947368421,0.1816842105263158,95.0,0.2736842105263158,0.1626315789473684,104.0,0.2980769230769231,0.1666346153846154,74.0,0.1486486486486486,0.1516216216216216,32.0,0.125,0.1578125
3251,20260810,965,0.1803108808290155,0.5927461139896373,0.193740932642487,0.0610664738727767,5.0,0.6,186.0,0.8924731182795699,0.1801075268817204,172.0,0.6104651162790697,0.1931395348837209,172.0,0.5581395348837209,0.190406976744186,154.0,0.5974025974025974,0.1975974025974026,155.0,0.4193548387096774,0.1910967741935484,126.0,0.3809523809523809,0.2177777777777778
3256,20260805,844,0.2523696682464455,0.6492890995260664,0.1429320619785458,0.063802689810815,5.0,0.6,178.0,0.898876404494382,0.127683615819209,150.0,0.66,0.1398657718120805,145.0,0.6758620689655173,0.1365277777777777,130.0,0.6307692307692307,0.1378461538461538,136.0,0.4558823529411764,0.1494029850746268,105.0,0.4476190476190476,0.1798095238095238
3257,20260807,614,0.3566775244299674,0.6693811074918566,0.1277631578947368,0.0720215370604794,5.0,0.6,143.0,0.93006993006993,0.1146153846153846,385.0,0.6025974025974026,0.1301041666666666,67.0,0.582089552238806,0.118,14.0,0.5,0.2292857142857143,4.0,0.0,0.225,1.0,0.0,
3265,20260802,637,0.2339089481946624,0.6640502354788069,0.1478740157480315,0.0614910520506761,5.0,0.8,200.0,0.815,0.1462814070351758,426.0,0.5915492957746479,0.1492018779342723,10.0,0.8,0.123,1.0,0.0,,0.0,,,0.0,,
3268,20260808,575,0.1165217391304347,0.4104347826086956,0.176591304347826,0.0650527405634875,5.0,1.0,81.0,0.8395061728395061,0.1502469135802469,133.0,0.4360902255639097,0.1693233082706766,123.0,0.4146341463414634,0.1782113821138211,136.0,0.3088235294117647,0.1813235294117647,82.0,0.1829268292682926,0.19,20.0,0.1,0.2345
3273,20250728,425,0.1176470588235294,0.3835294117647059,0.1763593380614657,0.0714522337200227,5.0,0.4,67.0,0.7313432835820896,0.1832835820895522,68.0,0.4117647058823529,0.1770588235294117,75.0,0.48,0.1690666666666666,63.0,0.3809523809523809,0.1706451612903226,74.0,0.1621621621621621,0.1724324324324324,78.0,0.1794871794871795,0.1851948051948052
3277,20260810,662,0.0906344410876132,0.3640483383685801,0.1748091603053435,0.0700332652151782,5.0,0.2,111.0,0.6576576576576577,0.1665765765765765,112.0,0.5178571428571429,0.1820535714285714,130.0,0.3769230769230769,0.163046875,109.0,0.2844036697247706,0.1785981308411215,118.0,0.1610169491525423,0.1728448275862069,82.0,0.1341463414634146,0.1924691358024691
3280,20241123,235,0.1106382978723404,0.3659574468085106,0.1948510638297872,0.0804685689196387,5.0,0.0,40.0,0.725,0.1992499999999999,38.0,0.4210526315789473,0.2089473684210526,40.0,0.4,0.17425,35.0,0.3142857142857143,0.164,45.0,0.3111111111111111,0.184,37.0,0.0,0.2402702702702703
3282,20260810,687,0.0858806404657933,0.3988355167394469,0.1867201166180758,0.0652793979705949,5.0,0.2,99.0,0.7474747474747475,0.1564646464646464,127.0,0.5118110236220472,0.1883464566929134,129.0,0.4108527131782946,0.1767441860465116,125.0,0.328,0.18192,126.0,0.246031746031746,0.1896031746031746,81.0,0.1234567901234567,0.240625
3284,20260810,708,0.1384180790960452,0.4731638418079096,0.1874504249291785,0.080065578334869,5.0,0.8,118.0,0.8135593220338984,0.1509322033898305,133.0,0.5263157894736842,0.1923308270676691,127.0,0.5196850393700787,0.185748031496063,137.0,0.3284671532846715,0.1997794117647059,147.0,0.3265306122448979,0.1882876712328767,46.0,0.217391304347826,0.2326086956521739
3286,20260808,570,0.1105263157894736,0.3964912280701754,0.1612522045855379,0.067502837287606,5.0,0.4,89.0,0.8089887640449438,0.1486363636363636,106.0,0.4622641509433962,0.1567924528301887,112.0,0.4285714285714285,0.1392792792792792,90.0,0.3222222222222222,0.158314606741573,87.0,0.1954022988505747,0.1732183908045977,86.0,0.127906976744186,0.198953488372093
3289,20260629,393,0.104325699745547,0.361323155216285,0.1936895674300254,0.0791646933284493,5.0,0.4,66.0,0.5454545454545454,0.1866666666666666,76.0,0.4736842105263157,0.1856578947368421,72.0,0.3055555555555556,0.1797222222222222,64.0,0.40625,0.18078125,67.0,0.2537313432835821,0.2046268656716418,48.0,0.1041666666666666,0.2389583333333333
3290,20241212,212,0.1179245283018868,0.419811320754717,0.175,0.0646726153005375,5.0,0.4,36.0,0.6666666666666666,0.1561111111111111,57.0,0.4210526315789473,0.1798245614035087,43.0,0.4651162790697674,0.1634883720930232,37.0,0.3783783783783784,0.1808108108108108,28.0,0.1428571428571428,0.1924999999999999,11.0,0.2727272727272727,0.1927272727272727
3293,20260803,614,0.0342019543973941,0.3127035830618892,0.1987868852459016,0.072470483478063,5.0,0.0,91.0,0.5274725274725275,0.1676666666666666,112.0,0.3839285714285714,0.1965178571428571,108.0,0.3055555555555556,0.202037037037037,102.0,0.284313725490196,0.2026732673267326,117.0,0.2307692307692307,0.208,84.0,0.1428571428571428,0.2136904761904761
3294,20260808,640,0.0828125,0.3859375,0.14796875,0.0606650560325917,5.0,0.6,96.0,0.6458333333333334,0.1682291666666666,107.0,0.4392523364485981,0.1667289719626168,103.0,0.3009708737864077,0.1550485436893204,109.0,0.3944954128440367,0.1355963302752293,119.0,0.2605042016806723,0.1347058823529411,106.0,0.3113207547169811,0.1314150943396226
3297,20260803,708,0.1087570621468926,0.4759887005649718,0.1948368794326241,0.0718351762064844,5.0,0.8,121.0,0.6859504132231405,0.1814166666666666,241.0,0.4481327800829875,0.2057676348547717,204.0,0.4852941176470588,0.1826470588235294,107.0,0.3271028037383177,0.206,27.0,0.3333333333333333,0.1977777777777777,8.0,0.375,0.22125
3300,20260709,868,0.2131336405529953,0.5956221198156681,0.1441013824884792,0.0604380998637401,5.0,0.6,182.0,0.8681318681318682,0.1536813186813187,151.0,0.6688741721854304,0.1423841059602649,139.0,0.6258992805755396,0.1414388489208633,129.0,0.5038759689922481,0.1316279069767442,141.0,0.4539007092198581,0.141418439716312,126.0,0.3333333333333333,0.151031746031746
3302,20260810,601,0.1963394342762063,0.480865224625624,0.1735773710482529,0.0729233711301261,5.0,0.6,106.0,0.8113207547169812,0.1768867924528301,108.0,0.5833333333333334,0.181574074074074,110.0,0.4727272727272727,0.1659090909090909,100.0,0.47,0.1475,105.0,0.3142857142857143,0.1726666666666667,72.0,0.1111111111111111,0.2059722222222222
3303,20260810,898,0.1458797327394209,0.5556792873051225,0.1890401785714285,0.0695053838611254,5.0,0.2,174.0,0.8333333333333334,0.1829885057471264,157.0,0.6369426751592356,0.1814012738853503,162.0,0.6049382716049383,0.1768944099378882,148.0,0.4527027027027027,0.1973648648648648,140.0,0.4571428571428571,0.193,117.0,0.2136752136752136,0.2099137931034483
3304,20260810,921,0.2193268186753528,0.5754614549402823,0.1681086956521739,0.0593782013364404,5.0,0.4,184.0,0.8858695652173914,0.1620108695652173,146.0,0.6164383561643836,0.1728767123287671,156.0,0.6346153846153846,0.1648717948717948,164.0,0.524390243902439,0.1637195121951219,148.0,0.3918918918918919,0.1678231292517007,123.0,0.2764227642276423,0.181869918699187
3305,20260810,638,0.1081504702194357,0.3244514106583072,0.1697174254317111,0.0598814781313797,5.0,0.0,101.0,0.693069306930693,0.1775247524752475,113.0,0.336283185840708,0.175929203539823,112.0,0.4375,0.1842857142857143,107.0,0.2242990654205607,0.1517757009345794,115.0,0.1826086956521739,0.158859649122807,90.0,0.0555555555555555,0.1701111111111111
3306,20260805,601,0.0698835274542429,0.3510815307820299,0.16755,0.0659305000233832,5.0,0.2,92.0,0.6086956521739131,0.1668478260869565,108.0,0.3796296296296296,0.1672222222222222,110.0,0.4,0.175,100.0,0.32,0.1599,106.0,0.2169811320754717,0.1593333333333333,85.0,0.1764705882352941,0.178235294117647
3307,20240625,217,0.2626728110599078,0.5622119815668203,0.1680465116279069,0.0709922869994527,5.0,0.8,69.0,0.7536231884057971,0.1617391304347826,117.0,0.4957264957264957,0.1764102564102564,12.0,0.3333333333333333,0.1727272727272727,13.0,0.3846153846153846,0.135,5.0,0.4,0.132,1.0,1.0,0.15
3313,20260810,629,0.0922098569157392,0.3481717011128776,0.1820063694267515,0.0712811779424075,5.0,0.4,97.0,0.6185567010309279,0.1811340206185567,109.0,0.4495412844036697,0.1644036697247706,106.0,0.3679245283018867,0.1747619047619047,115.0,0.3391304347826087,0.1853043478260869,107.0,0.2149532710280373,0.1838317757009346,95.0,0.0947368421052631,0.2050526315789473
3315,20260810,582,0.0979381443298969,0.4621993127147766,0.1696557659208261,0.0834758166633591,5.0,0.0,83.0,0.7228915662650602,0.1569879518072289,108.0,0.5833333333333334,0.1575700934579439,102.0,0.5294117647058824,0.1499019607843137,104.0,0.4519230769230769,0.1608653846153846,100.0,0.27,0.1905,85.0,0.2117647058823529,0.2071764705882353
3319,20260805,784,0.1466836734693877,0.5663265306122449,0.1526086956521739,0.0606600339579698,5.0,0.6,138.0,0.7971014492753623,0.1547445255474452,140.0,0.6142857142857143,0.1492857142857142,132.0,0.6363636363636364,0.1523484848484848,147.0,0.4829931972789115,0.1436301369863013,121.0,0.4545454545454545,0.142892561983471,106.0,0.3584905660377358,0.1780188679245283
3327,20260810,827,0.1801692865779927,0.6009673518742442,0.1651526251526251,0.069356504315823,5.0,0.8,159.0,0.8867924528301887,0.1417610062893081,181.0,0.6298342541436464,0.1615555555555555,180.0,0.5444444444444444,0.1567222222222222,211.0,0.5497630331753555,0.1738164251207729,60.0,0.3166666666666666,0.181551724137931,36.0,0.25,0.2548571428571428
3331,20230818,31,0.064516129032258,0.5161290322580645,0.196774193548387,0.0759196135469869,5.0,0.4,5.0,1.0,0.15,3.0,0.6666666666666666,0.1666666666666666,7.0,0.2857142857142857,0.1485714285714285,4.0,1.0,0.2075,9.0,0.3333333333333333,0.2433333333333333,3.0,0.0,0.2633333333333333
3333,20260810,840,0.2357142857142857,0.638095238095238,0.1471309523809524,0.0605607290171854,5.0,1.0,181.0,0.9337016574585636,0.1297237569060773,138.0,0.6594202898550725,0.1497101449275362,136.0,0.6544117647058824,0.144485294117647,148.0,0.5540540540540541,0.1408108108108108,141.0,0.475177304964539,0.1621985815602837,96.0,0.3958333333333333,0.1676041666666666
3334,20260805,808,0.1472772277227722,0.4975247524752475,0.2008787128712871,0.0666273450710335,5.0,0.8,150.0,0.74,0.1998666666666666,146.0,0.5,0.2061643835616438,148.0,0.6486486486486487,0.1959459459459459,135.0,0.5185185185185185,0.204,129.0,0.2790697674418604,0.1933333333333333,100.0,0.16,0.2075
3338,20240503,129,0.0155038759689922,0.1782945736434108,0.1737209302325581,0.0750407617133149,5.0,0.2,20.0,0.35,0.1995,22.0,0.4090909090909091,0.1759090909090909,20.0,0.05,0.1925,26.0,0.1153846153846153,0.1742307692307692,20.0,0.15,0.136,21.0,0.0,0.1642857142857142
3339,20260805,641,0.1170046801872074,0.4539781591263651,0.1619656786271451,0.0826635687150886,5.0,0.2,104.0,0.5769230769230769,0.1799038461538461,120.0,0.4583333333333333,0.1746666666666666,109.0,0.5045871559633027,0.1510091743119266,103.0,0.5048543689320388,0.1507766990291262,113.0,0.3628318584070796,0.1420353982300885,92.0,0.3043478260869565,0.1751086956521739
3340,20260810,768,0.09375,0.3971354166666667,0.1825911458333333,0.0754063956500844,5.0,0.4,119.0,0.6890756302521008,0.1810084033613445,151.0,0.423841059602649,0.1671523178807946,133.0,0.3609022556390977,0.1883458646616541,125.0,0.384,0.1836799999999999,130.0,0.2923076923076923,0.1889230769230769,110.0,0.2272727272727272,0.1898181818181818
3346,20260126,429,0.0839160839160839,0.31002331002331,0.1762763466042154,0.0784626791323702,5.0,0.2,55.0,0.6727272727272727,0.1625925925925926,77.0,0.3116883116883117,0.1814285714285714,76.0,0.3289473684210526,0.1714666666666666,76.0,0.3157894736842105,0.1763157894736842,80.0,0.1625,0.17975,65.0,0.1538461538461538,0.1827692307692307
3347,20240802,301,0.1262458471760797,0.4784053156146179,0.1823588039867109,0.0769869741143731,5.0,0.6,50.0,0.8,0.153,34.0,0.5294117647058824,0.19,46.0,0.4782608695652174,0.1695652173913043,41.0,0.5365853658536586,0.1826829268292683,55.0,0.3454545454545454,0.1876363636363636,75.0,0.3066666666666666,0.2022666666666666
3349,20260810,731,0.2202462380300957,0.573187414500684,0.1554445964432284,0.0683129767988406,5.0,0.4,162.0,0.8703703703703703,0.1482098765432098,170.0,0.5705882352941176,0.1577058823529411,139.0,0.539568345323741,0.1584892086330935,136.0,0.5220588235294118,0.1454411764705882,86.0,0.3255813953488372,0.167906976744186,38.0,0.1842105263157894,0.1726315789473684
3350,20260801,741,0.1430499325236167,0.5303643724696356,0.1572493224932249,0.0615926398642633,5.0,0.4,134.0,0.835820895522388,0.1432089552238806,133.0,0.6917293233082706,0.1512121212121212,124.0,0.5080645161290323,0.1412903225806451,112.0,0.4464285714285714,0.1524324324324324,124.0,0.4112903225806452,0.1691056910569105,114.0,0.219298245614035,0.19
3352,20260810,697,0.0215208034433285,0.4031563845050215,0.1615804597701149,0.0705424537360231,5.0,0.4,0.0,,,0.0,,,0.0,,,1.0,1.0,0.07,10.0,0.4,0.19,686.0,0.4023323615160349,0.1612992700729927
3353,20260805,381,0.0708661417322834,0.2965879265091863,0.1641578947368421,0.0922472439513533,5.0,0.2,54.0,0.5925925925925926,0.1842592592592592,70.0,0.3285714285714285,0.1734285714285714,70.0,0.3714285714285714,0.152,70.0,0.3285714285714285,0.1284057971014492,67.0,0.1194029850746268,0.1598507462686567,50.0,0.02,0.2016
3355,20260805,191,0.0104712041884816,0.2041884816753926,0.2569633507853403,0.0841663381573927,5.0,0.2,27.0,0.3333333333333333,0.2348148148148148,38.0,0.2894736842105263,0.2505263157894736,35.0,0.1714285714285714,0.274,34.0,0.2647058823529412,0.2717647058823529,39.0,0.0769230769230769,0.2423076923076922,18.0,0.0555555555555555,0.2744444444444445
3357,20260810,653,0.0857580398162327,0.3721286370597244,0.2000765696784073,0.0701179947489967,5.0,0.4,106.0,0.7358490566037735,0.2022641509433962,127.0,0.4960629921259842,0.1962204724409448,113.0,0.3539823008849557,0.1946017699115044,112.0,0.2678571428571428,0.1808928571428571,114.0,0.219298245614035,0.2060526315789473,81.0,0.0864197530864197,0.2290123456790123
3361,20260810,611,0.0801963993453355,0.3256955810147299,0.1815296052631579,0.0710318389867824,5.0,0.6,90.0,0.5888888888888889,0.1419101123595505,103.0,0.4271844660194174,0.1755339805825242,105.0,0.3523809523809524,0.1710576923076923,105.0,0.2761904761904762,0.1835238095238095,98.0,0.2448979591836734,0.1908163265306122,110.0,0.109090909090909,0.2192660550458715
